"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"312890 Guimarânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8105;-;-;-;-;-;-;-;-;-;-;8105
"312900 Guiricema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8343;-;-;-;-;-;-;-;-;-;-;8343
"312910 Gurinhatã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5577;-;-;-;-;-;-;-;-;-;-;5577
"312920 Heliodora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6591;-;-;-;-;-;-;-;-;-;-;6591
"312930 Iapu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11045;-;-;-;-;-;-;-;-;-;-;11045
"312940 Ibertioga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5010;-;-;-;-;-;-;-;-;-;-;5010
"312950 Ibiá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25358;-;-;-;-;-;-;-;-;-;-;25358
"312960 Ibiaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8437;-;-;-;-;-;-;-;-;-;-;8437
"312965 Ibiracatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5369;-;-;-;-;-;-;-;-;-;-;5369
"312970 Ibiraci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13975;-;-;-;-;-;-;-;-;-;-;13975
"312980 Ibirité";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182153;-;-;-;-;-;-;-;-;-;-;182153
"312990 Ibitiúra de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3492;-;-;-;-;-;-;-;-;-;-;3492
"313000 Ibituruna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2996;-;-;-;-;-;-;-;-;-;-;2996
"313005 Icaraí de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12097;-;-;-;-;-;-;-;-;-;-;12097
"313010 Igarapé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43817;-;-;-;-;-;-;-;-;-;-;43817
"313020 Igaratinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11005;-;-;-;-;-;-;-;-;-;-;11005
"313030 Iguatama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7923;-;-;-;-;-;-;-;-;-;-;7923
"313040 Ijaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6610;-;-;-;-;-;-;-;-;-;-;6610
"313050 Ilicínea";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12444;-;-;-;-;-;-;-;-;-;-;12444
"313055 Imbé de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6940;-;-;-;-;-;-;-;-;-;-;6940
"313060 Inconfidentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7358;-;-;-;-;-;-;-;-;-;-;7358
"313065 Indaiabira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7339;-;-;-;-;-;-;-;-;-;-;7339
"313070 Indianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6951;-;-;-;-;-;-;-;-;-;-;6951
"313080 Ingaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2776;-;-;-;-;-;-;-;-;-;-;2776
"313090 Inhapim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24079;-;-;-;-;-;-;-;-;-;-;24079
"313100 Inhaúma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6312;-;-;-;-;-;-;-;-;-;-;6312
"313110 Inimutaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7560;-;-;-;-;-;-;-;-;-;-;7560
"313115 Ipaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18769;-;-;-;-;-;-;-;-;-;-;18769
"313120 Ipanema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20000;-;-;-;-;-;-;-;-;-;-;20000
"313130 Ipatinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;265409;-;-;-;-;-;-;-;-;-;-;265409
"313140 Ipiaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4225;-;-;-;-;-;-;-;-;-;-;4225
"313150 Ipuiúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10118;-;-;-;-;-;-;-;-;-;-;10118
"313160 Iraí de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7027;-;-;-;-;-;-;-;-;-;-;7027
"313170 Itabira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120904;-;-;-;-;-;-;-;-;-;-;120904
"313180 Itabirinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11576;-;-;-;-;-;-;-;-;-;-;11576
"313190 Itabirito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52446;-;-;-;-;-;-;-;-;-;-;52446
"313200 Itacambira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5417;-;-;-;-;-;-;-;-;-;-;5417
"313210 Itacarambi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18164;-;-;-;-;-;-;-;-;-;-;18164
"313220 Itaguara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13435;-;-;-;-;-;-;-;-;-;-;13435
"313230 Itaipé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12836;-;-;-;-;-;-;-;-;-;-;12836
"313240 Itajubá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97334;-;-;-;-;-;-;-;-;-;-;97334
"313250 Itamarandiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34936;-;-;-;-;-;-;-;-;-;-;34936
"313260 Itamarati de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4375;-;-;-;-;-;-;-;-;-;-;4375
"313270 Itambacuri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23209;-;-;-;-;-;-;-;-;-;-;23209
"313280 Itambé do Mato Dentro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2056;-;-;-;-;-;-;-;-;-;-;2056
"313290 Itamogi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10157;-;-;-;-;-;-;-;-;-;-;10157
"313300 Itamonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15714;-;-;-;-;-;-;-;-;-;-;15714
"313310 Itanhandu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15423;-;-;-;-;-;-;-;-;-;-;15423
"313320 Itanhomi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12244;-;-;-;-;-;-;-;-;-;-;12244
"313330 Itaobim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21029;-;-;-;-;-;-;-;-;-;-;21029
"313340 Itapagipe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15379;-;-;-;-;-;-;-;-;-;-;15379
"313350 Itapecerica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21761;-;-;-;-;-;-;-;-;-;-;21761
"313360 Itapeva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9881;-;-;-;-;-;-;-;-;-;-;9881
"313370 Itatiaiuçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11252;-;-;-;-;-;-;-;-;-;-;11252
"313375 Itaú de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16199;-;-;-;-;-;-;-;-;-;-;16199
"313380 Itaúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93847;-;-;-;-;-;-;-;-;-;-;93847
"313390 Itaverava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5369;-;-;-;-;-;-;-;-;-;-;5369
"313400 Itinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15022;-;-;-;-;-;-;-;-;-;-;15022
"313410 Itueta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6063;-;-;-;-;-;-;-;-;-;-;6063
"313420 Ituiutaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105255;-;-;-;-;-;-;-;-;-;-;105255
"313430 Itumirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6000;-;-;-;-;-;-;-;-;-;-;6000
"313440 Iturama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39690;-;-;-;-;-;-;-;-;-;-;39690
"313450 Itutinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3768;-;-;-;-;-;-;-;-;-;-;3768
"313460 Jaboticatubas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20418;-;-;-;-;-;-;-;-;-;-;20418
"313470 Jacinto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12323;-;-;-;-;-;-;-;-;-;-;12323
"313480 Jacuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7691;-;-;-;-;-;-;-;-;-;-;7691
"313490 Jacutinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26264;-;-;-;-;-;-;-;-;-;-;26264
"313500 Jaguaraçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3142;-;-;-;-;-;-;-;-;-;-;3142
"313505 Jaíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39388;-;-;-;-;-;-;-;-;-;-;39388
"313507 Jampruca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5429;-;-;-;-;-;-;-;-;-;-;5429
"313510 Janaúba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72018;-;-;-;-;-;-;-;-;-;-;72018
"313520 Januária";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67852;-;-;-;-;-;-;-;-;-;-;67852
"313530 Japaraíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4384;-;-;-;-;-;-;-;-;-;-;4384
"313535 Japonvar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7982;-;-;-;-;-;-;-;-;-;-;7982
"313540 Jeceaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4852;-;-;-;-;-;-;-;-;-;-;4852
"313545 Jenipapo de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7738;-;-;-;-;-;-;-;-;-;-;7738
"313550 Jequeri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12315;-;-;-;-;-;-;-;-;-;-;12315
"313560 Jequitaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7468;-;-;-;-;-;-;-;-;-;-;7468
"313570 Jequitibá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5207;-;-;-;-;-;-;-;-;-;-;5207
"313580 Jequitinhonha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25474;-;-;-;-;-;-;-;-;-;-;25474
"313590 Jesuânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4780;-;-;-;-;-;-;-;-;-;-;4780
"313600 Joaíma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15455;-;-;-;-;-;-;-;-;-;-;15455
"313610 Joanésia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4476;-;-;-;-;-;-;-;-;-;-;4476
"313620 João Monlevade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80416;-;-;-;-;-;-;-;-;-;-;80416
"313630 João Pinheiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47726;-;-;-;-;-;-;-;-;-;-;47726
"313640 Joaquim Felício";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4727;-;-;-;-;-;-;-;-;-;-;4727
"313650 Jordânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10842;-;-;-;-;-;-;-;-;-;-;10842
"313652 José Gonçalves de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4487;-;-;-;-;-;-;-;-;-;-;4487
"313655 José Raydan";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5050;-;-;-;-;-;-;-;-;-;-;5050
"313657 Josenópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4889;-;-;-;-;-;-;-;-;-;-;4889
"313665 Juatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27392;-;-;-;-;-;-;-;-;-;-;27392
"313670 Juiz de Fora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;573285;-;-;-;-;-;-;-;-;-;-;573285
"313680 Juramento";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4345;-;-;-;-;-;-;-;-;-;-;4345
"313690 Juruaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10681;-;-;-;-;-;-;-;-;-;-;10681
"313695 Juvenília";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5715;-;-;-;-;-;-;-;-;-;-;5715
"313700 Ladainha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18193;-;-;-;-;-;-;-;-;-;-;18193
"313710 Lagamar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7600;-;-;-;-;-;-;-;-;-;-;7600
"313720 Lagoa da Prata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52711;-;-;-;-;-;-;-;-;-;-;52711
"313730 Lagoa dos Patos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4082;-;-;-;-;-;-;-;-;-;-;4082
"313740 Lagoa Dourada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13063;-;-;-;-;-;-;-;-;-;-;13063
"313750 Lagoa Formosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18111;-;-;-;-;-;-;-;-;-;-;18111
"313753 Lagoa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9608;-;-;-;-;-;-;-;-;-;-;9608
"313760 Lagoa Santa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65657;-;-;-;-;-;-;-;-;-;-;65657
"313770 Lajinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19918;-;-;-;-;-;-;-;-;-;-;19918
"313780 Lambari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20907;-;-;-;-;-;-;-;-;-;-;20907
"313790 Lamim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3379;-;-;-;-;-;-;-;-;-;-;3379
"313800 Laranjal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6833;-;-;-;-;-;-;-;-;-;-;6833
"313810 Lassance";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6503;-;-;-;-;-;-;-;-;-;-;6503
"313820 Lavras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104783;-;-;-;-;-;-;-;-;-;-;104783
"313830 Leandro Ferreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3226;-;-;-;-;-;-;-;-;-;-;3226
"313835 Leme do Prado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4920;-;-;-;-;-;-;-;-;-;-;4920
"313840 Leopoldina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52640;-;-;-;-;-;-;-;-;-;-;52640
"313850 Liberdade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5031;-;-;-;-;-;-;-;-;-;-;5031
"313860 Lima Duarte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16724;-;-;-;-;-;-;-;-;-;-;16724
"313862 Limeira do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7589;-;-;-;-;-;-;-;-;-;-;7589
"313865 Lontra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9714;-;-;-;-;-;-;-;-;-;-;9714
"313867 Luisburgo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6258;-;-;-;-;-;-;-;-;-;-;6258
"313868 Luislândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6718;-;-;-;-;-;-;-;-;-;-;6718
"313870 Luminárias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5438;-;-;-;-;-;-;-;-;-;-;5438
"313880 Luz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18257;-;-;-;-;-;-;-;-;-;-;18257
"313890 Machacalis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7111;-;-;-;-;-;-;-;-;-;-;7111
"313900 Machado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42413;-;-;-;-;-;-;-;-;-;-;42413
"313910 Madre de Deus de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5109;-;-;-;-;-;-;-;-;-;-;5109
"313920 Malacacheta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18602;-;-;-;-;-;-;-;-;-;-;18602
"313925 Mamonas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6554;-;-;-;-;-;-;-;-;-;-;6554
"313930 Manga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18226;-;-;-;-;-;-;-;-;-;-;18226
"313940 Manhuaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91169;-;-;-;-;-;-;-;-;-;-;91169
"313950 Manhumirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22802;-;-;-;-;-;-;-;-;-;-;22802
"313960 Mantena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27647;-;-;-;-;-;-;-;-;-;-;27647
"313980 Mar de Espanha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12901;-;-;-;-;-;-;-;-;-;-;12901
"313970 Maravilhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8046;-;-;-;-;-;-;-;-;-;-;8046
"313990 Maria da Fé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14056;-;-;-;-;-;-;-;-;-;-;14056
"314000 Mariana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61288;-;-;-;-;-;-;-;-;-;-;61288
"314010 Marilac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4097;-;-;-;-;-;-;-;-;-;-;4097
"314015 Mário Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15619;-;-;-;-;-;-;-;-;-;-;15619
"314020 Maripá de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2987;-;-;-;-;-;-;-;-;-;-;2987
"314030 Marliéria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4034;-;-;-;-;-;-;-;-;-;-;4034
"314040 Marmelópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2728;-;-;-;-;-;-;-;-;-;-;2728
"314050 Martinho Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13443;-;-;-;-;-;-;-;-;-;-;13443
"314053 Martins Soares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8531;-;-;-;-;-;-;-;-;-;-;8531
"314055 Mata Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8644;-;-;-;-;-;-;-;-;-;-;8644
"314060 Materlândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4436;-;-;-;-;-;-;-;-;-;-;4436
"314070 Mateus Leme";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31364;-;-;-;-;-;-;-;-;-;-;31364
"317150 Mathias Lobato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3179;-;-;-;-;-;-;-;-;-;-;3179
"314080 Matias Barbosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14548;-;-;-;-;-;-;-;-;-;-;14548
"314085 Matias Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11260;-;-;-;-;-;-;-;-;-;-;11260
"314090 Matipó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19005;-;-;-;-;-;-;-;-;-;-;19005
"314100 Mato Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12412;-;-;-;-;-;-;-;-;-;-;12412
"314110 Matozinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38151;-;-;-;-;-;-;-;-;-;-;38151
"314120 Matutina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3741;-;-;-;-;-;-;-;-;-;-;3741
"314130 Medeiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3832;-;-;-;-;-;-;-;-;-;-;3832
"314140 Medina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20759;-;-;-;-;-;-;-;-;-;-;20759
"314150 Mendes Pimentel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6446;-;-;-;-;-;-;-;-;-;-;6446
"314160 Mercês";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10758;-;-;-;-;-;-;-;-;-;-;10758
"314170 Mesquita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5546;-;-;-;-;-;-;-;-;-;-;5546
"314180 Minas Novas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31497;-;-;-;-;-;-;-;-;-;-;31497
"314190 Minduri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3893;-;-;-;-;-;-;-;-;-;-;3893
"314200 Mirabela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13620;-;-;-;-;-;-;-;-;-;-;13620
"314210 Miradouro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10787;-;-;-;-;-;-;-;-;-;-;10787
"314220 Miraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15111;-;-;-;-;-;-;-;-;-;-;15111
"314225 Miravânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4914;-;-;-;-;-;-;-;-;-;-;4914
"314230 Moeda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4934;-;-;-;-;-;-;-;-;-;-;4934
"314240 Moema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7554;-;-;-;-;-;-;-;-;-;-;7554
"314250 Monjolos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2202;-;-;-;-;-;-;-;-;-;-;2202
"314260 Monsenhor Paulo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8727;-;-;-;-;-;-;-;-;-;-;8727
"314270 Montalvânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14747;-;-;-;-;-;-;-;-;-;-;14747
"314280 Monte Alegre de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21236;-;-;-;-;-;-;-;-;-;-;21236
"314290 Monte Azul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20696;-;-;-;-;-;-;-;-;-;-;20696
"314300 Monte Belo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13152;-;-;-;-;-;-;-;-;-;-;13152
"314310 Monte Carmelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47931;-;-;-;-;-;-;-;-;-;-;47931
"314315 Monte Formoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4923;-;-;-;-;-;-;-;-;-;-;4923
"314320 Monte Santo de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21513;-;-;-;-;-;-;-;-;-;-;21513
"314340 Monte Sião";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24029;-;-;-;-;-;-;-;-;-;-;24029
"314330 Montes Claros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;413487;-;-;-;-;-;-;-;-;-;-;413487
"314345 Montezuma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8315;-;-;-;-;-;-;-;-;-;-;8315
"314350 Morada Nova de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8910;-;-;-;-;-;-;-;-;-;-;8910
"314360 Morro da Garça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2437;-;-;-;-;-;-;-;-;-;-;2437
"314370 Morro do Pilar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3153;-;-;-;-;-;-;-;-;-;-;3153
"314380 Munhoz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5994;-;-;-;-;-;-;-;-;-;-;5994
"314390 Muriaé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109392;-;-;-;-;-;-;-;-;-;-;109392
"314400 Mutum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26961;-;-;-;-;-;-;-;-;-;-;26961
"314410 Muzambinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20545;-;-;-;-;-;-;-;-;-;-;20545
"314420 Nacip Raydan";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3220;-;-;-;-;-;-;-;-;-;-;3220
"314430 Nanuque";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40665;-;-;-;-;-;-;-;-;-;-;40665
"314435 Naque";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7051;-;-;-;-;-;-;-;-;-;-;7051
"314437 Natalândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3308;-;-;-;-;-;-;-;-;-;-;3308
"314440 Natércia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4728;-;-;-;-;-;-;-;-;-;-;4728
"314450 Nazareno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8660;-;-;-;-;-;-;-;-;-;-;8660
"314460 Nepomuceno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26826;-;-;-;-;-;-;-;-;-;-;26826
"314465 Ninheira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10326;-;-;-;-;-;-;-;-;-;-;10326
"314467 Nova Belém";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3128;-;-;-;-;-;-;-;-;-;-;3128
"314470 Nova Era";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17551;-;-;-;-;-;-;-;-;-;-;17551
"314480 Nova Lima";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96157;-;-;-;-;-;-;-;-;-;-;96157
"314490 Nova Módica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3573;-;-;-;-;-;-;-;-;-;-;3573
"314500 Nova Ponte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15800;-;-;-;-;-;-;-;-;-;-;15800
"314505 Nova Porteirinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7497;-;-;-;-;-;-;-;-;-;-;7497
"314510 Nova Resende";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16832;-;-;-;-;-;-;-;-;-;-;16832
"314520 Nova Serrana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105520;-;-;-;-;-;-;-;-;-;-;105520
"313660 Nova União";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5732;-;-;-;-;-;-;-;-;-;-;5732
"314530 Novo Cruzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31335;-;-;-;-;-;-;-;-;-;-;31335
"314535 Novo Oriente de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10778;-;-;-;-;-;-;-;-;-;-;10778
